organization_name,website,phone_number,org_address,org_description,schedule,gender,kids,active,last_update,zipcode
"YWCA\, Domestic Violence Support",http://ywcaworks.org/programs/,(206) 568-7845,Office: 2820 E. Cherry St.; Meetings: confidential location,"Advocacy-based counseling\, safety planning\, support groups and other resources. Serves women who have experienced domestic violence. Call and leave a message. No fees.","Mon. – Fri.\, 9 a.m. – 5 p.m.; Leave Voicemail",women only,allowed,t,,
Hopelink,http://hopelink.org/need-help,(800) 923-7433,Call for location,"Non-emergency medical transportation in King & Snohomish County for services covered by Medicaid. Rides offered 24 hours/ day. Can also offer an Orca card\, gas card and parking or other reimbursements. Call at least two days in advance. Before calling\, have your Provider One Number\, name of medical provider\, appointment date and time\, reason for the appointment\, and the name\, address and phone number of medical facility. No fees.",Call between 8 a.m. – 5 p.m. to schedule medical transporation,no restrictions,allowed,t,,
King County Metro Transit Regional Reduced Fare Permit (RRFP),http://metro.kingcounty.gov/tops/accessible/,(206) 553-3000; TTY: (206) 684-2029,201 S. Jackson St. King Street Center Bldg,"The Regional Reduced Fare Permit (RRFP) entitles senior riders (age 65 or older)\, riders with a disability and Medicare card holders to reduced fares on public transportation systems in the Puget Sound region.","Mon. – Fri.\, 6 a.m. – 8 p.m.",no restrictions,allowed,t,,
ORCA Lift,http://kingcounty.gov,(206) 553-3000,Call for locations,"Offers a reduced-fare program for adults between 19 and 64 whose household income is at or below 200 percent of the Federal Poverty Level. Citizenship is not required. Valid for King County Metro\, Sound Transit\, Seattle street cars and King County water Taxis. Call for enrollment locations and documents required.",Call for hours,no restrictions,allowed,t,,
Solid Ground Transportation Services,http://solid-ground.org/get-help/transportation/,(206) 753-4801,1501 N 45th Street,"Shuttle rides for low-income people and those who access health and human services in the downtown Seattle area. seven stops. Arrives approximately every 30 minutes. Stop No. 1\, Ninth and Alder; stop No. 2\, Fourth and Yesler (adverse weather stop is First and Yesler); stop No. 3\, First and Marion; stop No. 4\, First and Pine; stop No. 5\, First and Bell; stop No. 6\, Ninth and Virginia; stop No. 7\, Boren and Seneca. Serves everyone. Visit in person. No fees.","Mon. – Fri.\, first bus departs stop #1\, 7 a.m.; last bus departs stop #1\, 4 p.m.",no restrictions,allowed,t,,
Boots to Shoes Foundation,http://bootstoshoes.org/veterans/,(425) 284-1453,"3006 Northup Way\, Suite 301\, Bellevue","Pairs trained volunteers from the business and professional communities with veterans to assist their career transition to civilian jobs. Serves post 9/11 veterans who are seeking assistance with job search and career transition. Complete an online application. Veterans and mentors meet twice per month\, in person\, phone\, email and Skype. No fees.","Mon. – Fri.\, 7:30 a.m. – 3:30 p.m.",no restrictions,allowed,t,,
"Catholic Community Services\, Michael’s Place",http://ccsww.org/get-help/housing/transitional-housing,(206) 726-5688,1307 E. Spring St.,Transitional housing for homeless adult male veterans who have a mental health diagnosis or are in recovery and eligible for transitional housing through the Veterans Administration Puget Sound Health Care System (VA Hospital). Application is done via the VA system or King County Veterans organizations. Residents must pay 25 percent of their gross income. *Services may be limited due to religious affiliation.,"Mon. – Fri.\, 9 a.m. – 5 p.m.",men only,allowed,t,,
"Compass Housing Alliance\, Shoreline Veterans Program",http://compasshousingalliance.org,(206) 474-1880,"1301 N 200th St\, Shoreline","Multiple programs that provide permanent housing\, transitional housing\, case management and supportive services. Serves low-income veterans\, including couples and families. Call for more information.",Call for hours,no restrictions,allowed,t,,
Disabled American Veterans Network,http://dav.org/veterans/i-need-a-ride/,(206) 764-2564,Call for location,Transportation to medical services at the Veterans Administration Hospital. Appointments are required one week in advance. Veterans can bring an escort or service dog with a doctor’s note. Serves veterans with disabilities. Not wheelchair accessible. No fees. Located at the VA Medical Center.,"Mon. – Fri.\, 7 a.m. – 1 p.m.; closed on Federal Holidays",no restrictions,allowed,t,,
King County Veterans Program,http://kingcounty.gov/depts/community-human-services/veterans.aspx,(206) 477-8282,2106 Second Ave. First Floor ,"Services focus on financial assistance\, case management\, employment\, mental health counseling and incarcerated veterans. Serves veterans\, service members and their legal dependents living in King County. Veterans\, current service members\, National Guard members\, Reserve Members and dependents of these military personnel may be eligible for services. Clients are subject to program requirements\, length of service standards and income guidelines. Documents Required: certificate of discharge or documentation of current activation (such as DD214 or statement of service)\, pay stubs for last 30 days (if applicable) and any documentation of current benefits including food stamps\, SSI/SSDI or VA Disability. No fees","Mon. – Fri.\, 8:30 a.m. - 4:30 p.m.; Walk In’s Mon\, Wed\, Thur 8:30 - 11:30; Tues 1:00 - 3:00pm",no restrictions,allowed,t,,
Seattle Vet Center,http://va.gov/Vet_Center_Services.asp,(206) 658-4225,"735 E. Marginal Way S.\, Room 1102","Offers benefit counseling\, job service referrals and bereavement counseling. Offers mental health intake assessments for veterans who experienced PTSD\, and/or sexual trauma in the military. Offers short-term trainings on living/coping skills as well as long-term multiple-focus trainings. Will refer to other agencies. Serves veterans and sometimes veterans’ families. Call or visit site. If available\, bring medical discharge and separation (DD214) papers. No fees.","Mon. – Fri.\, 7 a.m. – 6:30 p.m.; Sat. 9a.m. - 5 p.m. Flexible hours by appointment",no restrictions,allowed,t,,
"Veterans Affairs Puget Sound\, Lake City Way NE",http://pugetsound.va.gov/locations/,(206) 384-4382,"12360 Lake City Way NE\, Suite 200","Inpatient\, outpatient and emergency services\, including evaluation\, assessment and treatment for substance abuse\, for veterans enrolled in the VA Puget Sound Health Care System. Apply for VA health care by visiting or calling any VA health care facility or veterans’ benefits office. Primary care offered at this location.  If income guidelines are met\, no fees. ","Mon. – Fri.\, 8 a.m. – 4:30 p.m.",no restrictions,allowed,t,,
"Veterans Affairs Puget Sound\, South Seattle Hospital",http://pugetsound.va.gov/locations/,(206) 762-1010,1660 S. Columbian Way,"Inpatient\, outpatient and emergency services\, including evaluation\, assessment and treatment for substance abuse\, for veterans enrolled in the VA Puget Sound Health Care System. Apply for VA health care by visiting or calling any VA health care facility or veterans’ benefits office. If income guidelines are met\, no fees. ","Social work: Mon. – Fri.\, 8 a.m. – 4:30 p.m.",no restrictions,allowed,t,,
"YWCA of Seattle\, Third Ave.",http://ywcaworks.org/programs/,(206) 436-8617,2024 Third Ave. ,"Employment and training services for veterans\, regardless of discharge status. Call for more information or visit in person. Documents Required: DD214 or proof of veteran status\, valid photo I.D. and Social Security Card. No fees.","Mon. – Fri.\, 8:30 a.m. – 5 p.m.",no restrictions,allowed,t,,
Washington State Department of Veteran Affairs,http://www.dva.wa.gov/,(360) 725-2200,"1102 Quince St SE\, Olympia","Provides outreach and case management services to veterans\, veteran families and justice-involved veterans\, including veterans who may currently be incarcerated. The WDVA has a full-time Veteran Services Officer\, who can assist with all claim types\, including Social Security and VA. Information and referral services to assist veterans with housing\, navigation\, Vet Corps\, PTSD\, war trauma and sexual trauma counseling\, Conservation Corps\, employment\, education\, food\, transportation\, clothing\, legal services\, and healthcare.","Mon-Friday\, 8:30-4:30 PM",no restrictions,allowed,t,,
Northwest Abortion Access Fund,https://nwaafund.org/,(866) 692-2310,Call for more information,"Call to receive services for access abortion\, including travel support\, funding\, and references to counseling.",Call for hours,no restrictions,allowed,t,,
Planned Parenthood - Northgate,https://www.plannedparenthood.org/health-center/washington/seattle/98133/northgate-health-center-3975-91810,(800) 769-0045,1200 N Northgate Way,Call for more information,"Mon.\, Wed.\, and Fri. 8:30 - 4:30\, Tues.\, Thurs.\, and Sat. 8:00 - 4:00",no restrictions,allowed,t,,
Planned Parenthood - White Center & West Seattle,https://www.plannedparenthood.org/health-center/washington/seattle/98106/white-center-health-center-4161-91810,(800) 769-0045,9942 8th Ave SW,Call for more information,"Mon. Wed. and Fri. 8:30 - 4:30\, Tues. and Thursday 11:00 - 7:00",no restrictions,allowed,t,,
Planned Parenthood - First Hill Health Center,https://www.plannedparenthood.org/health-center/washington/seattle/98104/first-hill-health-center-4069-91810,(800) 769-0045,1229 Madison St Suite 1040,Call for more information,"Tues. and Wed. 8:00 - 4:00\, Thurs. 7:30 - 3:30\, Fri. 8:00 - 4:00",no restrictions,allowed,t,,
Planned Parenthood - Central District Health Center,https://www.plannedparenthood.org/health-center/washington/seattle/98122/central-district-health-center-3309-91810,(800) 769-0045,2001 E Madison St,Call for more information,"Mon.\, Wed.\, and Fri. 8:30 - 4:30\, Tues.\, Thurs.\, and Sat. 8:00 - 4:00",no restrictions,allowed,t,,
Planned Parenthood - University District Health Center,https://www.plannedparenthood.org/health-center/washington/seattle/98105/university-district-health-center-2532-91810,(800) 769-0045,5020 Roosevelt Way NE,Call for more information,"Mon. 10-6\, Tues.\, Wed.\, and Fri.  9-5\, Thurs 11-7",no restrictions,allowed,t,,
Full Life,https://www.fulllifecare.org/,Visit website for more information,Visit website for locations,"Health\, wellness\, and care programs for adults with chronic health concerns\, developmental disabilities\, and elders. There are many funding aid options to enroll in Full Life adult day health programs. Funding sources include DSHS programs\, Veterans Administration\, private insurance\, private pay and sliding scale ($0-65/day).",,no restrictions,allowed,t,,
